Node_ID,Recommendation_ID,Action_Type,Estimated_Savings_kWh,Estimated_Cost_Savings_USD,Implementation_Difficulty
Node_147,Rec_351,Implement Load Balancing,927.4853712598663,12380.45167244061,Low
Node_21,Rec_352,Optimize Routing,1111.8407067784697,1749.8355460489995,Low
Node_272,Rec_353,Switch Energy Source,1266.7544129855883,13255.061992802646,High
Node_66,Rec_354,Switch Energy Source,421.00562008379785,12250.959258575378,Medium
Node_146,Rec_355,Optimize Routing,1439.346936808591,13787.735153370379,Medium
Node_195,Rec_356,Implement Load Balancing,186.29190123827794,4448.561522538742,Low
Node_190,Rec_357,Upgrade Equipment,432.273422623718,12321.173768626028,Medium
Node_70,Rec_358,Switch Energy Source,1445.1387483948865,564.8718290105221,High
Node_88,Rec_359,Switch Energy Source,756.9945023950136,11788.575543783581,Low
Node_84,Rec_360,Upgrade Equipment,1374.4991805547136,1931.2167124293499,Low
Node_223,Rec_361,Optimize Routing,1456.9522286447288,4836.972199716785,Low
Node_213,Rec_362,Implement Load Balancing,1480.4432757243449,9596.571060196638,Low
Node_84,Rec_363,Upgrade Equipment,750.3332451379061,9030.767658273571,High
Node_161,Rec_364,Upgrade Equipment,1322.6843009277661,1569.8552584962956,Medium
Node_89,Rec_365,Implement Load Balancing,836.717671751547,12123.983021344862,Medium
Node_177,Rec_366,Optimize Routing,1414.4031127383432,12986.264275042227,High
Node_102,Rec_367,Switch Energy Source,271.5437422776196,8794.247608398819,Medium
Node_210,Rec_368,Switch Energy Source,601.0947428161344,5318.664827793919,Low
Node_287,Rec_369,Upgrade Equipment,503.10652808697034,9761.941658534048,Low
Node_209,Rec_370,Implement Load Balancing,748.2418132268458,7638.492479928096,Medium
Node_118,Rec_371,Switch Energy Source,749.6592896427654,10529.10771291534,Low
Node_39,Rec_372,Upgrade Equipment,858.1831206460319,9300.102170072745,Medium
Node_256,Rec_373,Optimize Routing,768.8692581977637,5085.47335784294,Low
Node_53,Rec_374,Optimize Routing,495.66970173574975,1647.1213274064962,Medium
Node_260,Rec_375,Implement Load Balancing,880.5012577410525,7604.440038030417,Medium
Node_239,Rec_376,Upgrade Equipment,1439.3133816093007,14205.645020813576,Low
Node_140,Rec_377,Switch Energy Source,640.3802447852003,14139.778226897071,Low
Node_120,Rec_378,Upgrade Equipment,100.94874834672768,2935.843404644708,High
Node_79,Rec_379,Optimize Routing,138.12023228236652,11184.512268437515,Low
Node_139,Rec_380,Implement Load Balancing,1489.1264799663775,11145.14496011806,Low
Node_111,Rec_381,Implement Load Balancing,791.1140654478564,14533.105654170484,Medium
Node_248,Rec_382,Implement Load Balancing,720.9809979708082,14983.40014485427,Low
Node_138,Rec_383,Implement Load Balancing,879.7002716315693,3686.3196522835997,Medium
Node_129,Rec_384,Implement Load Balancing,131.60131749315377,3940.0103325644036,Low
Node_262,Rec_385,Upgrade Equipment,519.8368182012136,2048.7305646445884,Low
Node_19,Rec_386,Switch Energy Source,242.74415276686304,9030.201223295597,Medium
Node_205,Rec_387,Optimize Routing,83.04814398937862,6144.327766020781,Low
Node_104,Rec_388,Upgrade Equipment,172.8286584184607,8664.251906495432,Low
Node_98,Rec_389,Implement Load Balancing,1029.1634587720546,10704.847541921337,High
Node_300,Rec_390,Optimize Routing,691.157451417829,2520.659902961515,Low
Node_39,Rec_391,Switch Energy Source,1026.607096043494,1501.7797266680077,High
Node_76,Rec_392,Switch Energy Source,1291.0238508626428,10398.295998121148,Medium
Node_190,Rec_393,Upgrade Equipment,1070.1798496446086,9776.169618487185,Medium
Node_198,Rec_394,Switch Energy Source,564.5977469236154,13803.852188268998,Medium
Node_145,Rec_395,Implement Load Balancing,205.15696493532766,4338.42244572614,Medium
Node_160,Rec_396,Upgrade Equipment,1214.3367385952029,5730.579635289753,High
Node_89,Rec_397,Implement Load Balancing,1488.5216730673253,14058.585013425976,High
Node_128,Rec_398,Upgrade Equipment,1375.835751192512,1859.0843306317577,Low
Node_118,Rec_399,Switch Energy Source,951.5136137553525,1040.6696821493383,Low
Node_284,Rec_400,Implement Load Balancing,820.1299096972631,8556.313686505851,Medium
Node_16,Rec_401,Upgrade Equipment,1333.7943775876079,3645.668006271455,High
Node_272,Rec_402,Optimize Routing,670.2345179790111,3070.970861411575,High
Node_58,Rec_403,Upgrade Equipment,669.0983962059705,2759.5493813961657,High
Node_237,Rec_404,Switch Energy Source,528.9269460063296,14859.070527281316,Medium
Node_191,Rec_405,Implement Load Balancing,613.8833462075103,5154.063009908979,Low
Node_255,Rec_406,Optimize Routing,351.99812983248387,6506.427725705182,Low
Node_21,Rec_407,Implement Load Balancing,713.1230478385238,11912.549212086298,Low
Node_153,Rec_408,Upgrade Equipment,610.3952505766295,5659.987629454654,Medium
Node_249,Rec_409,Implement Load Balancing,1362.5471626488,2876.9410980106945,Low
Node_22,Rec_410,Optimize Routing,1486.2351510605981,1714.8508523443365,High
Node_74,Rec_411,Optimize Routing,1416.1683893550082,10791.638027399194,High
Node_194,Rec_412,Upgrade Equipment,95.27092932034981,8048.15560435426,High
Node_151,Rec_413,Upgrade Equipment,375.1167502698942,5479.113665002438,Medium
Node_81,Rec_414,Optimize Routing,199.71288593436626,7627.974779858665,Medium
Node_189,Rec_415,Switch Energy Source,280.0811503002913,5156.11606975098,Low
Node_168,Rec_416,Upgrade Equipment,149.36494495855106,8410.75513004839,Low
Node_264,Rec_417,Optimize Routing,1063.170254550419,12571.979345941601,Low
Node_219,Rec_418,Optimize Routing,1065.2165325894443,13057.901935605745,Low
Node_284,Rec_419,Upgrade Equipment,1125.3364282622072,2688.052005725578,Low
Node_147,Rec_420,Optimize Routing,197.4924472836216,8917.95256963642,High
Node_184,Rec_421,Implement Load Balancing,82.97706702006414,12846.306526895298,High
Node_109,Rec_422,Switch Energy Source,966.5103129384311,10271.573106483696,Medium
Node_237,Rec_423,Implement Load Balancing,1463.2106887209027,6159.515746699226,Medium
Node_169,Rec_424,Implement Load Balancing,273.19076927259187,10462.970238207374,Low
Node_280,Rec_425,Upgrade Equipment,1468.1358049680255,10481.340488745049,Low
Node_251,Rec_426,Optimize Routing,1153.9280043519548,10070.33114494231,Low
Node_45,Rec_427,Switch Energy Source,1065.2866449506637,880.7477435765637,High
Node_1,Rec_428,Upgrade Equipment,288.7854776525427,1746.5347948018357,Low
Node_160,Rec_429,Implement Load Balancing,315.34188265142177,5085.538218454205,Medium
Node_282,Rec_430,Optimize Routing,684.8596041723035,3801.8843860705842,Low
Node_227,Rec_431,Implement Load Balancing,1335.301119820582,8605.466048580498,Low
Node_287,Rec_432,Optimize Routing,881.8324288613435,336.04744881365076,Medium
Node_201,Rec_433,Switch Energy Source,197.7124301690189,14894.026461235462,Medium
Node_213,Rec_434,Optimize Routing,842.348828597984,7728.026702345858,Low
Node_157,Rec_435,Implement Load Balancing,248.38816070807061,10080.277136948029,High
Node_113,Rec_436,Optimize Routing,623.305754322122,9186.456430247883,Medium
Node_294,Rec_437,Upgrade Equipment,339.92189805798677,4677.250350276088,Low
Node_287,Rec_438,Implement Load Balancing,1168.3783428137256,11344.75147945132,High
Node_175,Rec_439,Optimize Routing,1251.5381195545096,13727.885607619684,Low
Node_195,Rec_440,Optimize Routing,628.34758223783,10721.538060754037,Low
Node_178,Rec_441,Upgrade Equipment,1322.0772575898693,974.5053712387049,High
Node_107,Rec_442,Optimize Routing,1284.2731657945767,4598.332603278465,High
Node_62,Rec_443,Implement Load Balancing,833.6946808298057,13175.485669125048,Low
Node_7,Rec_444,Switch Energy Source,289.3256599883598,7887.477737692217,Low
Node_12,Rec_445,Implement Load Balancing,323.8439063612077,8832.588310815336,Low
Node_243,Rec_446,Switch Energy Source,1003.563853761637,2209.231263951759,Low
Node_182,Rec_447,Upgrade Equipment,1217.4644202149552,6662.169577096763,Low
Node_16,Rec_448,Upgrade Equipment,388.3935246156173,2615.838144784193,High
Node_51,Rec_449,Upgrade Equipment,489.4202813591749,12850.475778857586,Low
Node_189,Rec_450,Implement Load Balancing,458.48205941907355,3565.989154026065,Medium
Node_162,Rec_451,Optimize Routing,1382.1368969622633,2845.220929006512,Medium
Node_244,Rec_452,Upgrade Equipment,211.2769977148383,7220.805361691265,High
Node_121,Rec_453,Upgrade Equipment,1326.689824118115,11108.659516281756,Low
Node_29,Rec_454,Implement Load Balancing,737.5775102504556,8690.208565222283,Medium
Node_38,Rec_455,Switch Energy Source,1016.7549598311989,10246.51186867646,Low
Node_57,Rec_456,Implement Load Balancing,1293.2693690599813,5616.954030258105,Low
Node_151,Rec_457,Implement Load Balancing,264.39851121274967,5017.739092216858,Low
Node_43,Rec_458,Switch Energy Source,148.9784892498318,11452.257423437108,Medium
Node_154,Rec_459,Upgrade Equipment,1172.5306583355466,14039.74768875505,Low
Node_174,Rec_460,Switch Energy Source,162.03458604781525,10162.467501779242,Low
Node_100,Rec_461,Upgrade Equipment,779.5381543371373,4846.708277839948,Low
Node_261,Rec_462,Switch Energy Source,320.9005131725477,3212.1686244107027,High
Node_36,Rec_463,Implement Load Balancing,449.64799045230535,4511.477369885163,Medium
Node_190,Rec_464,Optimize Routing,1375.30526675599,14054.912032824304,High
Node_220,Rec_465,Upgrade Equipment,883.4853570205315,4993.722023246227,Low
Node_104,Rec_466,Upgrade Equipment,405.0375036793993,11677.509189795785,Medium
Node_218,Rec_467,Optimize Routing,73.63266005680045,870.6673336579435,Low
Node_172,Rec_468,Optimize Routing,911.4006501734659,749.3354405659984,Low
Node_200,Rec_469,Switch Energy Source,397.0107080729002,8278.97096586325,Low
Node_200,Rec_470,Implement Load Balancing,418.75602060736924,4881.470454346252,Low
Node_258,Rec_471,Optimize Routing,424.26779901707164,4397.795574251123,Low
Node_128,Rec_472,Optimize Routing,1079.6827656356727,13153.209143424712,Low
Node_292,Rec_473,Optimize Routing,678.8292029995009,4477.970949607388,Low
Node_117,Rec_474,Implement Load Balancing,1011.1070553647245,5099.525269677005,Medium
Node_129,Rec_475,Implement Load Balancing,432.90020668058867,2351.567243944123,Medium
Node_300,Rec_476,Implement Load Balancing,549.2403589932084,6192.747243492232,Low
Node_16,Rec_477,Implement Load Balancing,1348.968443811023,11001.79365281849,Low
Node_147,Rec_478,Optimize Routing,459.5715341221172,2770.2407832495282,High
Node_190,Rec_479,Optimize Routing,1451.6360130005396,10895.089340529943,Medium
Node_106,Rec_480,Optimize Routing,660.4093205381116,14574.013569528986,Medium
Node_15,Rec_481,Upgrade Equipment,904.3168945366878,14943.797321836131,High
Node_223,Rec_482,Optimize Routing,1246.8898005172928,12374.544893997272,Low
Node_169,Rec_483,Upgrade Equipment,1060.5188104179988,7568.6081557281195,Low
Node_121,Rec_484,Implement Load Balancing,1388.9634203967523,10563.644315101028,Low
Node_200,Rec_485,Implement Load Balancing,911.8822195307334,7582.042748169578,Medium
Node_235,Rec_486,Optimize Routing,266.85646219766744,14546.01391557104,Low
Node_213,Rec_487,Implement Load Balancing,878.4803149744823,1905.0430982770526,High
Node_235,Rec_488,Switch Energy Source,647.4664008949951,6252.948110549441,Medium
Node_37,Rec_489,Switch Energy Source,608.4820234692963,9238.0865370598,Low
Node_70,Rec_490,Optimize Routing,194.6405919453024,6188.476899430755,Low
Node_10,Rec_491,Switch Energy Source,1299.617314835538,12938.087146470913,Low
Node_258,Rec_492,Upgrade Equipment,392.78216592458,1657.5212369983321,Low
Node_81,Rec_493,Upgrade Equipment,142.4587051087803,1432.3836481288565,Low
Node_122,Rec_494,Upgrade Equipment,131.0420251177429,6777.0996729043845,Low
Node_241,Rec_495,Switch Energy Source,527.100217684603,2900.663225357193,Low
Node_97,Rec_496,Upgrade Equipment,299.6767830891732,14481.329173758313,Low
Node_27,Rec_497,Upgrade Equipment,752.3005586946939,6395.8686087512315,Low
Node_121,Rec_498,Switch Energy Source,467.8685801364131,5630.210604820461,High
Node_293,Rec_499,Optimize Routing,675.0709220506467,6912.244684503895,Low
Node_87,Rec_500,Optimize Routing,1222.1551223901556,14835.314779568576,Low
Node_184,Rec_501,Upgrade Equipment,755.0488965786724,9014.612752563413,High
Node_25,Rec_502,Implement Load Balancing,816.0494858571926,5916.150752912614,Low
Node_89,Rec_503,Implement Load Balancing,150.40925958467804,866.2008907455921,High
Node_214,Rec_504,Optimize Routing,422.5993155561959,10793.273835825616,Low
Node_228,Rec_505,Implement Load Balancing,1492.7374867404392,8555.608201167815,Low
Node_258,Rec_506,Upgrade Equipment,639.4293642938321,4481.413524014284,Low
Node_187,Rec_507,Switch Energy Source,541.2929930069755,14502.468967856525,Low
Node_80,Rec_508,Upgrade Equipment,761.6945942029264,11144.303724351425,Low
Node_24,Rec_509,Optimize Routing,1480.9697733257628,14697.93349868752,High
Node_108,Rec_510,Optimize Routing,104.61766582517619,2937.963681631062,Medium
Node_184,Rec_511,Optimize Routing,1274.428943271958,13853.652018579727,Low
Node_82,Rec_512,Switch Energy Source,1109.965259761655,12634.884814480345,Low
Node_67,Rec_513,Upgrade Equipment,959.2074499133631,8227.222319364631,Medium
Node_236,Rec_514,Implement Load Balancing,886.9721073969064,3848.7178918938066,Low
Node_258,Rec_515,Upgrade Equipment,233.21981735814833,8456.162489491277,Medium
Node_234,Rec_516,Upgrade Equipment,1352.2278002194566,3362.218670993255,High
Node_159,Rec_517,Switch Energy Source,1316.1762751100914,4295.411552718097,High
Node_52,Rec_518,Implement Load Balancing,1363.8195719534554,7540.6430321229,Medium
Node_50,Rec_519,Optimize Routing,743.7775099093692,14953.533240050223,Low
Node_185,Rec_520,Switch Energy Source,1234.9938929141756,12971.536865517939,Low
Node_206,Rec_521,Optimize Routing,480.84498705175855,7684.0121093521875,Medium
Node_58,Rec_522,Upgrade Equipment,276.51892920685066,12370.214035214267,Low
Node_11,Rec_523,Implement Load Balancing,122.6157061649279,14174.585400505674,Medium
Node_103,Rec_524,Implement Load Balancing,777.5933232496756,6838.234563319429,Medium
Node_201,Rec_525,Upgrade Equipment,1160.394816294025,13077.660996336457,Low
Node_16,Rec_526,Switch Energy Source,231.87452234361714,5860.133063804947,Low
Node_119,Rec_527,Upgrade Equipment,938.1385540676858,4072.980338917518,Low
Node_107,Rec_528,Optimize Routing,122.79027725190798,11833.705103127128,Low
Node_116,Rec_529,Implement Load Balancing,775.196082584145,8423.893523432245,Medium
Node_249,Rec_530,Optimize Routing,1071.5001121063658,7940.612425360522,Low
Node_26,Rec_531,Optimize Routing,1003.676945910942,8632.25469301965,Low
Node_85,Rec_532,Switch Energy Source,961.7821533545484,1844.5734635950023,High
Node_68,Rec_533,Switch Energy Source,1197.9897929129147,10887.720453952552,High
Node_226,Rec_534,Optimize Routing,1182.715208328283,11045.520400793072,Low
Node_244,Rec_535,Switch Energy Source,278.8721239788258,12108.60223667745,Low
Node_128,Rec_536,Implement Load Balancing,431.3552337654679,2836.315580771477,Low
Node_9,Rec_537,Optimize Routing,684.1467308466695,14948.187987677411,Low
Node_274,Rec_538,Switch Energy Source,530.7997290443357,13188.565162483648,High
Node_28,Rec_539,Switch Energy Source,1080.0236439728797,7120.091073681794,Low
Node_127,Rec_540,Implement Load Balancing,1005.2574138070722,3363.9978583324105,Low
Node_5,Rec_541,Implement Load Balancing,834.7261713810444,11281.33920795653,Medium
Node_185,Rec_542,Switch Energy Source,976.3394947864664,10374.903166984548,High
Node_223,Rec_543,Optimize Routing,1278.0803384778549,1556.2406462582996,Low
Node_3,Rec_544,Implement Load Balancing,887.7287720518249,13369.344138549077,Low
Node_170,Rec_545,Switch Energy Source,627.6753015725878,8909.747603251193,High
Node_295,Rec_546,Implement Load Balancing,420.30810630274607,11155.614219735091,High
Node_16,Rec_547,Optimize Routing,84.55821348625689,11706.714362726927,Low
Node_66,Rec_548,Switch Energy Source,507.94666467534915,7042.9897854082,High
Node_252,Rec_549,Switch Energy Source,533.8898584072132,12736.338479759544,High
Node_12,Rec_550,Upgrade Equipment,1050.6346360623545,5951.5342127346485,High
Node_237,Rec_551,Implement Load Balancing,1304.0949623779668,9717.852529206917,Low
Node_245,Rec_552,Upgrade Equipment,509.07125632154657,9244.663493579354,Low
Node_152,Rec_553,Switch Energy Source,1481.2499567871173,1049.7415438652934,Low
Node_190,Rec_554,Implement Load Balancing,475.22332906996553,8383.184135950507,Medium
Node_171,Rec_555,Switch Energy Source,985.2713525185864,4709.231727031884,Medium
Node_63,Rec_556,Optimize Routing,375.0347676939299,12748.328001798744,Low
Node_182,Rec_557,Upgrade Equipment,1061.1633091250374,13657.028259318751,Medium
Node_281,Rec_558,Upgrade Equipment,674.82821428898,8959.17002064593,Low
Node_23,Rec_559,Implement Load Balancing,69.59286345614325,7315.830128247567,Low
Node_110,Rec_560,Optimize Routing,513.7532288995812,6866.718534521417,High
Node_84,Rec_561,Implement Load Balancing,431.5626131758934,12683.63062895251,Low
Node_170,Rec_562,Upgrade Equipment,877.8002747020084,3033.0063417804463,Low
Node_161,Rec_563,Implement Load Balancing,811.2961298062229,536.2379089378746,Low
Node_7,Rec_564,Switch Energy Source,647.9888765956132,1641.3275467615897,Low
Node_186,Rec_565,Optimize Routing,811.8300721116289,1941.653296798478,Low
Node_205,Rec_566,Upgrade Equipment,1053.5688183312259,6525.498123293536,High
Node_183,Rec_567,Switch Energy Source,993.7731559586903,1326.052561642788,Low
Node_142,Rec_568,Optimize Routing,1193.2751242102202,4615.635711332671,Low
Node_50,Rec_569,Upgrade Equipment,153.47310168950037,6045.13219510832,Medium
Node_50,Rec_570,Switch Energy Source,1117.5587351541608,895.8631731910298,Medium
Node_210,Rec_571,Upgrade Equipment,1445.1473125371622,10803.003210583236,Medium
Node_118,Rec_572,Optimize Routing,469.0691259644774,13437.879923674667,Low
Node_63,Rec_573,Switch Energy Source,1447.2210496985135,2595.327819842975,High
Node_15,Rec_574,Upgrade Equipment,1386.852040684388,1400.4945304984103,Low
Node_61,Rec_575,Switch Energy Source,1011.9816524216965,8914.34481152294,Medium
Node_208,Rec_576,Optimize Routing,422.548562101107,4457.924520178332,Medium
Node_126,Rec_577,Switch Energy Source,59.87198618369358,9680.592658135432,Low
Node_272,Rec_578,Switch Energy Source,325.797145756994,11082.448917670614,Medium
Node_173,Rec_579,Switch Energy Source,221.5396624377751,13475.154077228251,High
Node_291,Rec_580,Implement Load Balancing,1137.9789033603854,8358.38526154744,Medium
Node_119,Rec_581,Upgrade Equipment,164.26901379796203,710.2446470346474,High
Node_131,Rec_582,Optimize Routing,392.6135968719893,14297.395278021422,Low
Node_297,Rec_583,Switch Energy Source,797.0438858992832,3438.007086917364,Medium
Node_8,Rec_584,Switch Energy Source,496.13943510871076,10284.611299978338,Low
Node_235,Rec_585,Optimize Routing,890.6159060797404,4415.699241430509,Low
Node_218,Rec_586,Switch Energy Source,1090.6776159751278,11254.354114907092,Low
Node_147,Rec_587,Upgrade Equipment,908.2263755556282,8177.011307598056,Medium
Node_12,Rec_588,Upgrade Equipment,1292.5143411411927,6511.5433281580645,Low
Node_28,Rec_589,Upgrade Equipment,990.5920919713363,9071.12928884628,Medium
Node_60,Rec_590,Optimize Routing,837.1106183863014,7287.265937284098,High
Node_129,Rec_591,Switch Energy Source,1009.0900978530434,10986.066739432528,Medium
Node_214,Rec_592,Switch Energy Source,944.0632985268184,12270.225053344217,Low
Node_246,Rec_593,Implement Load Balancing,1206.736156591752,14401.880949992687,Medium
Node_97,Rec_594,Implement Load Balancing,1196.9129444391444,1224.435977605236,Medium
Node_6,Rec_595,Implement Load Balancing,510.6376339957038,5253.98376102708,Medium
Node_257,Rec_596,Upgrade Equipment,1287.7091701922654,11006.281195225007,Low
Node_242,Rec_597,Switch Energy Source,1096.977290256432,9819.785269545206,High
Node_231,Rec_598,Optimize Routing,1466.9521765159502,13857.5667611568,High
Node_7,Rec_599,Implement Load Balancing,1456.5037655365936,9918.38016380712,High
Node_92,Rec_600,Switch Energy Source,542.2373981923672,167.54580604393456,High
Node_65,Rec_601,Upgrade Equipment,1493.3080335196921,11450.55477833836,Medium
Node_8,Rec_602,Upgrade Equipment,293.6523800829186,3400.255212523531,Low
Node_43,Rec_603,Switch Energy Source,1305.287826659373,12943.299221244684,Low
Node_54,Rec_604,Switch Energy Source,1106.3949058691505,2861.4346403470486,Medium
Node_29,Rec_605,Upgrade Equipment,376.55145172352616,2381.8610160971234,Medium
Node_100,Rec_606,Upgrade Equipment,172.8761496777119,8125.327142035649,Low
Node_193,Rec_607,Switch Energy Source,207.04162796000733,5443.067881349126,Medium
Node_100,Rec_608,Upgrade Equipment,622.7055125622791,3101.174870832881,High
Node_211,Rec_609,Implement Load Balancing,251.32921702081603,2805.1171106337215,Medium
Node_102,Rec_610,Optimize Routing,1255.9035904549285,5481.788607494995,Medium
Node_5,Rec_611,Upgrade Equipment,1261.110322067255,9032.376222446497,Low
Node_26,Rec_612,Implement Load Balancing,799.4645912954951,9201.450973745748,High
Node_146,Rec_613,Upgrade Equipment,1436.5818682413944,2534.63367702817,Low
Node_120,Rec_614,Optimize Routing,459.71995914597846,14308.475424755425,Low
Node_21,Rec_615,Implement Load Balancing,92.75859642867309,10426.488205070518,Medium
Node_125,Rec_616,Switch Energy Source,210.54554134161629,4167.849873680811,Low
Node_144,Rec_617,Switch Energy Source,461.8229381498787,12088.635831463618,Low
Node_226,Rec_618,Switch Energy Source,899.0906224898816,9296.66991132133,High
Node_31,Rec_619,Implement Load Balancing,1365.8377344766573,8532.133379735498,Medium
Node_135,Rec_620,Upgrade Equipment,64.74668267048372,14846.512005218287,High
Node_293,Rec_621,Switch Energy Source,243.90734046183465,4479.718490758815,Low
Node_238,Rec_622,Switch Energy Source,810.8138681254453,9352.633239711964,Low
Node_12,Rec_623,Switch Energy Source,1036.8000859202134,11943.007293555034,Low
Node_17,Rec_624,Optimize Routing,623.1092365580056,3720.6901249559737,Medium
Node_281,Rec_625,Implement Load Balancing,1470.9380164606473,13395.59120423355,Medium
Node_77,Rec_626,Upgrade Equipment,180.78765763100986,7100.331735871453,High
Node_143,Rec_627,Switch Energy Source,598.0960866570762,1207.052713402046,High
Node_279,Rec_628,Implement Load Balancing,731.9342424079132,7500.221105873397,High
Node_196,Rec_629,Implement Load Balancing,609.9589496672459,1355.1023487918876,Medium
Node_248,Rec_630,Optimize Routing,936.136685251276,3893.890205288268,Low
Node_70,Rec_631,Upgrade Equipment,451.94498853021815,1704.1290226573421,Medium
Node_3,Rec_632,Switch Energy Source,1393.63092180125,12924.450378033785,Medium
Node_127,Rec_633,Optimize Routing,303.3611850115939,9121.021308464353,High
Node_26,Rec_634,Upgrade Equipment,1316.790746646717,2545.9754329242264,Medium
Node_60,Rec_635,Upgrade Equipment,964.8562311013692,6902.872023776705,Low
Node_106,Rec_636,Optimize Routing,1478.9991338906327,5875.021681892153,High
Node_151,Rec_637,Optimize Routing,82.23982292755433,6624.339012823921,Medium
Node_128,Rec_638,Upgrade Equipment,622.8606775014587,8886.894902454307,Low
Node_120,Rec_639,Switch Energy Source,949.2442744314679,1528.8031578660643,High
Node_140,Rec_640,Implement Load Balancing,152.62739836659568,1607.7003220542167,Medium
Node_134,Rec_641,Optimize Routing,950.5727186645903,2338.8093854130293,Medium
Node_166,Rec_642,Implement Load Balancing,763.1630586112539,10153.936553063308,Low
Node_27,Rec_643,Upgrade Equipment,735.5496657663447,14342.19822191512,High
Node_241,Rec_644,Upgrade Equipment,412.9859050377991,1116.2995625339634,Low
Node_93,Rec_645,Implement Load Balancing,1267.072222164909,4134.737257159733,High
Node_12,Rec_646,Upgrade Equipment,691.6617554770569,13839.022053046654,Low
Node_287,Rec_647,Implement Load Balancing,262.6253084417217,2750.1328400610414,Low
Node_188,Rec_648,Optimize Routing,445.43705029901855,14075.426356831253,Low
Node_190,Rec_649,Implement Load Balancing,919.2832126781128,8230.383374007359,High
Node_253,Rec_650,Switch Energy Source,1148.233853307045,9781.115837717758,Low
Node_54,Rec_651,Switch Energy Source,1079.269252245816,6049.6044138374145,Medium
Node_183,Rec_652,Switch Energy Source,1402.5627522648062,6154.603317832505,Low
Node_126,Rec_653,Upgrade Equipment,1233.2805470803612,9315.494736251034,Medium
Node_258,Rec_654,Optimize Routing,656.8344890002958,7302.806292545273,Low
Node_33,Rec_655,Optimize Routing,1098.6061027849753,3114.0949375947566,Low
Node_253,Rec_656,Implement Load Balancing,375.9898963357071,7817.701962644663,Medium
Node_22,Rec_657,Switch Energy Source,1141.136258282588,4165.506930687692,Low
Node_195,Rec_658,Upgrade Equipment,227.06522537390066,158.9127535487679,Low
Node_148,Rec_659,Switch Energy Source,128.76798223267346,1268.5255342812936,High
Node_208,Rec_660,Upgrade Equipment,700.545330467529,713.9715088664284,High
Node_184,Rec_661,Optimize Routing,750.704210415776,4159.082601998383,Low
Node_236,Rec_662,Upgrade Equipment,465.5549346555884,2352.2643411581757,Low
Node_220,Rec_663,Upgrade Equipment,105.93107870012332,2141.3012696697615,Low
Node_34,Rec_664,Switch Energy Source,304.33317175399236,4699.545437439001,Low
Node_72,Rec_665,Upgrade Equipment,170.7882098668212,12661.10466592214,Low
Node_104,Rec_666,Implement Load Balancing,1018.2897595415942,12602.146459984762,Low
Node_24,Rec_667,Upgrade Equipment,1078.9108311410146,11904.695698200983,Low
Node_3,Rec_668,Upgrade Equipment,256.6666798104917,14259.58726417602,Low
Node_128,Rec_669,Implement Load Balancing,205.94620259304327,1706.2667545093277,Medium
Node_53,Rec_670,Optimize Routing,859.6270683226135,13883.48001513712,Medium
Node_54,Rec_671,Implement Load Balancing,951.0842691159141,259.3595184254808,Medium
Node_51,Rec_672,Upgrade Equipment,602.3791581660188,4720.357710273645,Low
Node_39,Rec_673,Optimize Routing,1381.680202512656,6068.628183350573,Low
Node_193,Rec_674,Switch Energy Source,499.86695239312166,9571.978258381485,High
Node_230,Rec_675,Optimize Routing,513.6362522257,11791.275599360868,High
Node_132,Rec_676,Optimize Routing,978.6518836113145,1700.079892835276,Low
Node_28,Rec_677,Implement Load Balancing,1296.7659763038007,14739.801474807766,Low
Node_43,Rec_678,Implement Load Balancing,250.71451537050842,10207.360210540757,Low
Node_245,Rec_679,Upgrade Equipment,1375.0462364142425,12508.975847830461,Medium
Node_142,Rec_680,Switch Energy Source,1290.137386060389,14211.954391957337,Medium
Node_67,Rec_681,Optimize Routing,370.5371876414598,14575.678897675634,Low
Node_42,Rec_682,Switch Energy Source,200.03228075701713,1463.071960320416,Low
Node_10,Rec_683,Optimize Routing,952.372329139345,1171.2947914665178,Low
Node_40,Rec_684,Implement Load Balancing,1172.505693333488,8253.58729876624,Medium
Node_160,Rec_685,Implement Load Balancing,1394.9607576092158,3178.2700624804766,Medium
Node_211,Rec_686,Implement Load Balancing,568.801521345384,4188.652656550574,Medium
Node_105,Rec_687,Implement Load Balancing,463.1133846069577,5073.789273071825,Low
Node_46,Rec_688,Upgrade Equipment,1298.1292507615856,2815.2560566459515,Medium
Node_138,Rec_689,Upgrade Equipment,569.2110393891642,456.0105596169698,Low
Node_183,Rec_690,Optimize Routing,1360.9793583449,13123.981956323483,Medium
Node_93,Rec_691,Optimize Routing,696.8683944687385,2640.906459777345,Low
Node_156,Rec_692,Optimize Routing,107.26599049494878,14227.483475702025,Low
Node_88,Rec_693,Implement Load Balancing,310.6960834679458,11056.732339111952,Low
Node_88,Rec_694,Switch Energy Source,634.9592324477294,13114.165979904292,High
Node_166,Rec_695,Implement Load Balancing,58.10554919034852,3213.612395191173,Medium
Node_287,Rec_696,Upgrade Equipment,859.9787384887142,9031.920424666674,Low
Node_180,Rec_697,Optimize Routing,318.9188743429511,4590.963691997511,Low
Node_108,Rec_698,Switch Energy Source,925.5293410122027,2204.233746667734,Medium
Node_241,Rec_699,Switch Energy Source,1119.4476527635443,7831.032919903762,High
Node_271,Rec_700,Optimize Routing,958.1159229095847,5765.336689010937,Low
Node_127,Rec_701,Implement Load Balancing,1006.4619358998012,4518.248979734224,Low
