Node_ID,Date,Energy_Usage_kWh,Peak_Usage_Time,Energy_Source,Carbon_Emissions_kg_CO2,Type,Region,Latitude,Longitude,Population_Served,Connectivity_Status,Existing_Infrastructure
Node_184,2024-03-02,1667.6050275885614,Morning,Grid,64.6305799451754,School,Greenland,87.20961964513177,-64.3267125035111,5378,Connected,No
Node_74,2024-03-03,174.99269461280696,Night,Grid,879.1152044584625,School,Pacific Ocean,-8.81717565057481,148.73343114435374,526,Connected,Yes
Node_267,2024-03-04,833.9782448436738,Afternoon,Grid,543.0552823066828,Health Center,Indian Ocean,-63.83985896482966,94.87033754180857,14942,Connected,No
Node_43,2024-03-05,469.8360791183632,Evening,Solar,269.11004553863245,Health Center,Atlantic Ocean,-11.11696902165518,-7.160361060139053,17817,Connected,Yes
Node_213,2024-03-06,183.67353811675565,Afternoon,Grid,69.45818987356506,School,Greenland,71.48261638133991,-74.2500603793441,16817,Unconnected,Yes
Node_106,2024-03-07,696.3890815202137,Afternoon,Grid,84.04840584703595,Health Center,Indian Ocean,-11.656310252147009,46.544111301465534,5544,Unconnected,Yes
Node_258,2024-03-08,2627.2325596956566,Evening,Solar,154.87279699140558,School,Australia,-43.65414831533983,117.59028264930488,4763,Connected,Yes
Node_255,2024-03-09,645.4231614767509,Night,Solar,670.0664923676137,School,Pacific Ocean,9.586143019297552,-102.63258672815428,15489,Unconnected,Yes
Node_73,2024-03-10,276.2556099266364,Morning,Grid,399.77845303581125,School,United States,41.1983428291835,-104.82970794708342,6934,Unconnected,Yes
Node_271,2024-03-11,1290.577498438953,Afternoon,Grid,959.4387899269888,Health Center,Indian Ocean,-58.04602455116861,84.67586809390957,15126,Connected,No
Node_186,2024-03-12,1124.5605254627596,Afternoon,Grid,475.9156538878023,School,Russia,79.75094148128366,40.13124235841872,17576,Connected,Yes
Node_223,2024-03-13,2114.9253306718333,Evening,Grid,768.2748359358359,Health Center,Pacific Ocean,1.1188345588360278,-155.54834307137952,4264,Connected,Yes
Node_253,2024-03-14,2825.804657806455,Evening,Grid,669.7049159724339,School,United States,46.856963323437895,-95.91172632251627,14047,Unconnected,Yes
Node_129,2024-03-15,1450.3104161475826,Morning,Solar,288.8424171382461,School,Atlantic Ocean,28.270821397349096,-2.181569237418074,18650,Connected,No
Node_277,2024-03-16,487.0502630472536,Morning,Solar,857.918675520694,School,Saudi Arabia,21.62872208933609,55.518560856120814,4077,Unconnected,Yes
Node_30,2024-03-17,685.6673512198796,Morning,Solar,433.4647225926927,Health Center,Peru,-14.595860089478094,-72.53804127696715,16952,Connected,No
Node_98,2024-03-18,2298.989986930419,Night,Grid,891.7739214581964,School,Indian Ocean,-11.150002573200725,55.34217574090755,11701,Unconnected,Yes
Node_194,2024-03-19,699.0510455992361,Morning,Grid,713.885101059779,Health Center,Ireland,54.323035740129455,-14.450367837380128,18465,Connected,Yes
Node_191,2024-03-20,1965.7977861907807,Night,Solar,839.7148475735895,Government Office,Antarctica,-88.75700722576617,12.854123398170032,6765,Connected,Yes
Node_99,2024-03-21,2134.7009493662995,Night,Solar,220.02844640412684,Government Office,South Atlantic Ocean,-60.133439007807766,0.9180440178710968,17113,Connected,Yes
Node_69,2024-03-22,2449.2685837850763,Evening,Grid,335.71436284662616,School,Arctic Ocean,87.54526977355525,-127.45780998807156,19525,Connected,Yes
Node_73,2024-03-23,309.083880746204,Night,Solar,752.6007181522488,School,United States,41.1983428291835,-104.82970794708342,6934,Unconnected,Yes
Node_287,2024-03-24,1789.2301111590182,Afternoon,Solar,195.3416142662585,Health Center,Pacific Ocean,-43.85922672729572,165.90293851362276,5785,Unconnected,Yes
Node_127,2024-03-25,1164.7037876036022,Evening,Grid,551.7891223884214,Government Office,Pacific Ocean,15.545651048574598,150.09728318542017,2671,Connected,Yes
Node_196,2024-03-26,2893.790759006788,Afternoon,Solar,125.4770442211879,School,Atlantic Ocean,32.88556685440419,-39.87855558436769,2023,Unconnected,No
Node_198,2024-03-27,1665.694488985997,Afternoon,Generator,976.0665732353664,Health Center,Indian Ocean,-17.371968327186224,71.25132534219253,3737,Connected,Yes
Node_115,2024-03-28,641.8205373589891,Morning,Solar,812.2898624595673,School,Bolivia,-18.670175256391488,-61.717315856523456,17399,Unconnected,Yes
Node_61,2024-03-29,440.8951069798568,Night,Grid,173.84430815973963,School,Antarctica,-78.08400202371811,-49.18326941276945,249,Unconnected,Yes
Node_45,2024-03-30,214.8282764126957,Afternoon,Solar,256.9545352045793,School,Pacific Ocean,-47.72551359402648,165.61048759650777,903,Connected,Yes
Node_218,2024-01-01,52.53686304231484,Morning,Solar,756.0282143762823,Health Center,Greenland,73.4301608104596,-63.077230761712215,8494,Connected,No
Node_78,2024-01-02,796.6639083626395,Afternoon,Grid,958.6987699146182,Health Center,Japan,40.966873650181896,140.48332883548653,2511,Connected,No
Node_134,2024-01-03,309.0498612163344,Night,Grid,380.3347513847594,School,Atlantic Ocean,37.28216593734223,-62.62905180420072,6013,Unconnected,No
Node_182,2024-01-04,1669.9114344687046,Night,Grid,985.2680840995604,School,South Africa,25.07699265789357,-37.89285639296787,15560,Unconnected,Yes
Node_233,2024-01-05,2678.876281077168,Evening,Grid,797.7531736484627,Health Center,Russia,68.16318460556602,24.63432013704121,14873,Connected,Yes
Node_235,2024-01-06,1596.6987224479035,Afternoon,Grid,212.53555768568512,Government Office,Pacific Ocean,-76.16926287337357,-163.06096687542117,17127,Connected,Yes
Node_160,2024-01-07,1923.4793043060456,Night,Grid,1069.8728255081749,School,Russia,89.19618230134037,114.6308052376998,6695,Unconnected,Yes
Node_260,2024-01-08,1779.4290828153828,Evening,Grid,979.658883881085,Health Center,Pacific Ocean,-5.598297785216133,-164.0004672844068,3354,Connected,Yes
Node_100,2024-01-09,2925.192019142271,Evening,Solar,596.8091960933074,Health Center,Mali,15.823968070291071,0.2801513642822613,17617,Unconnected,No
Node_248,2024-01-10,693.6327288936027,Night,Generator,745.4204836125888,Government Office,Russia,58.9998900857124,177.7248593062135,9397,Connected,Yes
Node_282,2024-01-11,2934.099143656665,Afternoon,Solar,682.1338452123146,School,South Africa,-73.75559705979386,25.7556435462198,2178,Unconnected,Yes
Node_137,2024-01-12,2316.534096710793,Afternoon,Grid,691.3792745588547,Health Center,South Atlantic Ocean,-58.47448531193138,-59.69101149341982,4454,Connected,Yes
Node_87,2024-01-13,1515.4118146564383,Evening,Solar,424.5279066054057,Government Office,Pacific Ocean,-61.60078834584182,-105.29187416631176,14058,Connected,No
Node_9,2024-01-14,2030.296856186554,Morning,Solar,649.576765537165,School,South Atlantic Ocean,-43.492342831069685,-29.178955428981283,13261,Unconnected,Yes
Node_89,2024-01-15,1209.4681601454442,Night,Solar,1058.93977675964,School,Ukraine,49.1390730375025,33.948883726432285,8631,Unconnected,Yes
Node_69,2024-01-16,882.43008695837,Night,Grid,850.4485768429275,School,Arctic Ocean,87.54526977355525,-127.45780998807156,19525,Connected,Yes
Node_119,2024-01-17,713.963930547456,Night,Grid,1051.58672412697,School,Antarctica,-81.1325248313502,145.16863609157753,7127,Unconnected,Yes
Node_231,2024-01-18,2509.069246803748,Afternoon,Grid,846.6623526517802,School,Argentina,-47.528563301990665,-65.23899416800509,5866,Unconnected,Yes
Node_180,2024-01-19,1720.7827566401163,Afternoon,Grid,996.724998967272,School,Russia,63.0093295482254,158.6386955780673,5829,Connected,Yes
Node_296,2024-01-20,173.81507798633407,Night,Grid,168.49831505048496,School,China,43.02883803069082,101.68278534109078,1845,Connected,No
Node_93,2024-01-21,2019.0410652715327,Evening,Grid,687.017944838646,School,Pacific Ocean,30.01411142539241,151.9740923011891,11022,Unconnected,Yes
Node_133,2024-01-22,2118.5170509779646,Evening,Solar,878.7853538910532,School,Canada,60.54208893606631,-125.87744688226026,4514,Connected,No
Node_137,2024-01-23,1518.0240546811128,Morning,Grid,811.0565593667808,Health Center,South Atlantic Ocean,-58.47448531193138,-59.69101149341982,4454,Connected,Yes
Node_162,2024-01-24,2214.3309193071564,Morning,Grid,396.7758110245936,Government Office,Cuba,19.12487630479258,-76.30273534881292,10575,Connected,Yes
Node_138,2024-01-25,1440.441603822353,Evening,Solar,617.966517881842,Government Office,Democratic Republic of the Congo,-6.718761068232624,21.57176530069032,7941,Unconnected,Yes
Node_162,2024-01-26,1249.9364009946123,Afternoon,Solar,10.075705470694157,Government Office,Cuba,19.12487630479258,-76.30273534881292,10575,Connected,Yes
Node_16,2024-01-27,2631.6778847843584,Afternoon,Generator,92.3981728017376,Health Center,United States,53.98127063640962,-174.74419302249174,7102,Connected,Yes
Node_84,2024-01-28,812.4671867003348,Morning,Solar,165.40184968503684,School,Antarctica,-74.89350619500534,100.72328451597195,5778,Connected,Yes
Node_165,2024-01-29,1539.4697207065922,Morning,Grid,903.3037262309203,School,Australia,-42.83943823369546,136.2490372091193,16514,Unconnected,No
Node_221,2024-01-30,1734.5097523921938,Night,Generator,528.8570632225542,Health Center,Pacific Ocean,-64.7509684148493,-126.35922729438532,13686,Connected,No
Node_233,2024-01-31,1449.5242980435864,Afternoon,Grid,215.08893861331524,Health Center,Russia,68.16318460556602,24.63432013704121,14873,Connected,Yes
Node_288,2024-02-01,740.1429337230204,Evening,Solar,101.70251829324056,School,Brazil,-11.393195235640476,-62.63706534880413,1944,Connected,Yes
Node_157,2024-02-02,169.4295244308747,Night,Grid,661.1010121502685,School,Pacific Ocean,4.827651211612761,135.44694332959455,5410,Connected,Yes
Node_184,2024-02-03,1296.9895465482573,Morning,Grid,79.46964252826906,School,Greenland,87.20961964513177,-64.3267125035111,5378,Connected,No
Node_160,2024-02-04,2351.848699070601,Evening,Grid,602.3701131180928,School,Russia,89.19618230134037,114.6308052376998,6695,Unconnected,Yes
Node_36,2024-02-05,2338.3056133743858,Morning,Grid,955.1139702358834,School,Antarctica,-71.25946604450195,111.39615690856004,5932,Connected,Yes
Node_153,2024-02-06,2251.3122795267477,Afternoon,Solar,118.16917279284309,School,Angola,-15.768369675970078,18.527810417217296,18253,Connected,Yes
Node_54,2024-02-07,2957.437760193698,Morning,Grid,955.2152907082964,School,Pacific Ocean,43.24206908599075,-146.6751828673125,16636,Connected,Yes
Node_150,2024-02-08,872.848866119711,Afternoon,Grid,103.1002673263107,School,Argentina,-41.8312535940036,-68.62517795709955,18267,Connected,Yes
Node_83,2024-02-09,2226.0804999742536,Evening,Solar,19.020235815462165,School,Taiwan,23.490552508423026,121.60503441587936,2358,Connected,Yes
Node_218,2024-02-10,1721.5472679576967,Evening,Grid,95.04213142157587,Health Center,Greenland,73.4301608104596,-63.077230761712215,8494,Connected,No
Node_143,2024-02-11,491.9020658225184,Morning,Grid,954.7094218115772,School,Pacific Ocean,-52.86025827713931,178.1436784179437,1953,Connected,Yes
Node_236,2024-02-12,1653.3172265136652,Night,Grid,557.2863604074438,School,Pacific Ocean,-73.12358847225691,123.10775177386272,8948,Unconnected,Yes
Node_196,2024-02-13,2280.5043574170563,Afternoon,Grid,617.5061105646297,School,Atlantic Ocean,32.88556685440419,-39.87855558436769,2023,Unconnected,No
Node_296,2024-02-14,317.19383884560693,Night,Solar,598.0074656131519,School,China,43.02883803069082,101.68278534109078,1845,Connected,No
Node_19,2024-02-15,2915.2564916665665,Morning,Solar,429.6150416094214,Health Center,Indian Ocean,-33.30179268551746,81.81633110628297,4777,Connected,Yes
Node_181,2024-02-16,1357.9923209167132,Morning,Grid,75.09950263487733,Health Center,Dominican Republic,16.74506925663185,-71.60601213569117,1116,Connected,Yes
Node_134,2024-02-17,832.381005334702,Evening,Grid,207.7448429744885,School,Atlantic Ocean,37.28216593734223,-62.62905180420072,6013,Unconnected,No
Node_83,2024-02-18,888.0073795504973,Morning,Grid,14.665877093993752,School,Taiwan,23.490552508423026,121.60503441587936,2358,Connected,Yes
Node_151,2024-02-19,189.4644208548504,Morning,Grid,1065.7526370818346,Health Center,Indian Ocean,-57.41197652418311,131.13224276700362,15143,Unconnected,No
Node_147,2024-02-20,217.90842273068284,Afternoon,Grid,927.9326298753034,Health Center,Russia,82.37293749989342,167.2407598267926,9167,Connected,No
Node_173,2024-02-21,2388.497390610244,Morning,Grid,518.0661834871809,School,Democratic Republic of the Congo,-10.831772536556045,29.524245697279184,5124,Connected,Yes
Node_119,2024-02-22,2649.721229556512,Afternoon,Grid,1019.0697121030004,School,Antarctica,-81.1325248313502,145.16863609157753,7127,Unconnected,Yes
Node_82,2024-02-23,154.50821923213903,Evening,Grid,304.95416504798766,Health Center,Indian Ocean,-49.46118857430042,103.93333810660948,6075,Connected,Yes
Node_116,2024-02-24,2329.3615389476977,Afternoon,Grid,330.14803518279444,Government Office,Antarctica,-86.37379544377701,83.05013713529672,15107,Connected,Yes
Node_144,2024-02-25,2820.5526264362397,Night,Grid,362.25292357902725,School,Russia,89.70849686568957,15.174410058687243,3763,Connected,Yes
Node_113,2024-02-26,1690.9271089592885,Morning,Grid,316.73243382112435,School,South Africa,-24.34752759082663,28.690991940396003,1493,Connected,Yes
Node_50,2024-02-27,1822.6252686327375,Morning,Grid,72.35268177184876,School,Atlantic Ocean,13.06353384499252,-12.407162056834466,3135,Connected,Yes
Node_24,2024-02-28,567.1850138565032,Afternoon,Generator,712.479682878634,Health Center,Atlantic Ocean,28.56206193057244,-37.14903879629094,14714,Connected,Yes
Node_109,2024-02-29,2946.3505611641663,Morning,Grid,987.715890682042,Health Center,Pacific Ocean,-34.91709919138074,-134.40983244301435,3192,Connected,Yes
Node_221,2024-03-01,1832.369722127704,Night,Grid,391.9467918899685,Health Center,Pacific Ocean,-64.7509684148493,-126.35922729438532,13686,Connected,No
Node_270,2024-03-02,2004.602092767543,Night,Grid,165.9847558387888,School,Argentina,-61.28480961108896,45.9140444009264,19099,Connected,Yes
Node_126,2024-03-03,2840.535690368504,Afternoon,Generator,24.620717158192484,School,Democratic Republic of the Congo,-9.290096278361986,23.857418236691416,8960,Unconnected,Yes
Node_296,2024-03-04,2713.7884043446284,Evening,Grid,1033.3435212072643,School,China,43.02883803069082,101.68278534109078,1845,Connected,No
Node_134,2024-03-05,1981.800057028951,Evening,Solar,838.0076886940902,School,Atlantic Ocean,37.28216593734223,-62.62905180420072,6013,Unconnected,No
Node_283,2024-03-06,316.5182905704188,Night,Solar,578.7682502575788,School,Indian Ocean,-3.3638576077007087,82.30977136492487,17899,Unconnected,Yes
Node_57,2024-03-07,2114.351996811574,Night,Generator,1179.549194725466,School,Antarctica,-89.09378638711172,109.26467273337757,12022,Connected,Yes
Node_95,2024-03-08,1379.9694970764715,Evening,Generator,734.9324486021314,Health Center,Atlantic Ocean,9.94679041298103,-46.68386611218728,18313,Unconnected,Yes
Node_298,2024-03-09,56.427401482237165,Night,Solar,538.6146977276356,Government Office,Pacific Ocean,-20.039183097846333,-112.77744121512096,5989,Connected,Yes
Node_168,2024-03-10,1484.8163669354865,Morning,Generator,648.3961880373748,School,Pacific Ocean,-1.2329070798431303,-133.92001614256986,3079,Connected,Yes
Node_58,2024-03-11,511.197067623762,Evening,Grid,1014.6136877416026,Health Center,Mexico,20.36476208167994,-108.57113978669008,7585,Connected,Yes
Node_120,2024-03-12,1809.1312695133688,Morning,Solar,453.0920363963674,School,Iran,32.2558171142185,53.26280285361807,313,Unconnected,Yes
Node_2,2024-03-13,1436.1407246796507,Night,Generator,998.3993650181608,Health Center,French Polynesia,-25.48424958545918,-157.74848182227538,1403,Connected,Yes
Node_267,2024-03-14,1256.7448601915064,Evening,Grid,553.2434748008747,Health Center,Indian Ocean,-63.83985896482966,94.87033754180857,14942,Connected,No
Node_212,2024-03-15,569.1255099215691,Afternoon,Generator,951.713222530617,School,Antarctica,-80.03471977867927,93.72193013289888,3551,Connected,Yes
Node_103,2024-03-16,1357.3384521584862,Afternoon,Grid,1142.6598358694196,School,Russia,75.54156776760342,156.00215852304927,7172,Unconnected,Yes
Node_239,2024-03-17,2273.061226771656,Morning,Grid,1053.0654281602187,School,Russia,61.59205688984531,167.5798459764324,12141,Connected,Yes
Node_73,2024-03-18,720.3539549592094,Morning,Grid,230.768543073102,School,United States,41.1983428291835,-104.82970794708342,6934,Unconnected,Yes
Node_178,2024-03-19,1838.887614810969,Night,Solar,342.54826379781434,School,Pacific Ocean,-66.61701500536083,-134.9489911507235,12438,Unconnected,No
Node_246,2024-03-20,2177.135558172691,Afternoon,Solar,606.003048557604,Health Center,Chile,-20.49033902329286,-67.83139175962012,16062,Connected,Yes
Node_200,2024-03-21,1244.656735459764,Evening,Grid,208.9720054999584,School,Brazil,-1.6376779654981135,-70.15129633730736,1678,Connected,No
Node_173,2024-03-22,2987.233711473273,Morning,Grid,89.97416120453032,School,Democratic Republic of the Congo,-10.831772536556045,29.524245697279184,5124,Connected,Yes
Node_297,2024-03-23,735.1413523376079,Morning,Solar,965.9423158146028,School,Pacific Ocean,17.75815773892066,-121.21260988294009,18178,Connected,Yes
Node_14,2024-03-24,1810.3608115554784,Evening,Solar,74.3886378445823,School,United States,28.71561218158521,-79.30162427616526,13933,Connected,Yes
Node_143,2024-03-25,940.1998152375542,Night,Grid,31.181077472544484,School,Pacific Ocean,-52.86025827713931,178.1436784179437,1953,Connected,Yes
Node_152,2024-03-26,2106.12350354579,Evening,Generator,1141.5749865760863,School,Pacific Ocean,30.64823144932677,160.62710208401654,13767,Connected,Yes
Node_253,2024-03-27,22.76714327572584,Evening,Solar,1184.106838257774,School,United States,46.856963323437895,-95.91172632251627,14047,Unconnected,Yes
Node_98,2024-03-28,747.4783026201893,Afternoon,Solar,492.6970967984785,School,Indian Ocean,-11.150002573200725,55.34217574090755,11701,Unconnected,Yes
Node_286,2024-03-29,2798.858771555356,Night,Grid,959.507831129603,Government Office,Russia,75.07336310169893,90.2750047688246,8936,Connected,Yes
Node_1,2024-03-30,1234.9837255217674,Night,Solar,797.2016325568696,Government Office,Russia,82.79997310686326,80.37418226297893,9218,Unconnected,No
Node_94,2024-01-01,1859.8188823833093,Night,Grid,674.8391781375475,School,Pacific Ocean,-45.35912575242565,-161.87896357457296,15592,Connected,No
Node_229,2024-01-02,200.25376107290603,Afternoon,Solar,832.926901154829,School,Italy,40.32518340654116,10.873362103071829,15867,Unconnected,Yes
Node_54,2024-01-03,998.477111745564,Morning,Grid,190.76955938199777,School,Pacific Ocean,43.24206908599075,-146.6751828673125,16636,Connected,Yes
Node_88,2024-01-04,820.5880781561126,Night,Solar,321.7133809709459,School,Atlantic Ocean,2.2296711230080177,10.91709110058693,15168,Connected,No
Node_186,2024-01-05,2155.1232582489447,Afternoon,Solar,681.8619208205087,School,Russia,79.75094148128366,40.13124235841872,17576,Connected,Yes
Node_299,2024-01-06,1362.6546325748116,Afternoon,Generator,483.9959253354401,Health Center,Atlantic Ocean,34.75244945934881,-17.28989132576035,1767,Connected,Yes
Node_252,2024-01-07,2375.639021353147,Evening,Generator,980.4038791136768,School,Uruguay,-30.50991847217748,-56.275142691300815,4949,Connected,Yes
Node_286,2024-01-08,2686.250815952028,Afternoon,Solar,970.5671537728734,Government Office,Russia,75.07336310169893,90.2750047688246,8936,Connected,Yes
Node_241,2024-01-09,2469.331733905268,Night,Grid,97.8874192682526,School,Pacific Ocean,-24.43816443033289,-166.85897682734398,14971,Connected,Yes
Node_203,2024-01-10,2673.058666158824,Afternoon,Grid,714.7015972899608,School,India,3.8960286242525513,71.96470585981419,14319,Connected,Yes
Node_274,2024-01-11,254.82755643315383,Morning,Solar,850.5129566637173,Health Center,Indian Ocean,-19.70300444163179,86.63593821347871,17626,Connected,Yes
Node_140,2024-01-12,549.2510456571201,Afternoon,Solar,625.3249986572745,Government Office,Pacific Ocean,33.77974694729053,-155.80386169260288,12745,Connected,Yes
Node_131,2024-01-13,250.58694692619397,Morning,Grid,896.2740308470948,School,India,9.095104348078609,69.76066563945446,1293,Connected,Yes
Node_41,2024-01-14,1028.688775105877,Afternoon,Solar,828.0879204584458,School,Canada,54.34938897361624,-114.01916764675116,16696,Connected,Yes
Node_139,2024-01-15,1723.1678166982397,Night,Solar,32.45570623561552,School,Democratic Republic of the Congo,-9.9393403535301,21.74640004500671,13676,Unconnected,Yes
Node_262,2024-01-16,2306.11134574328,Evening,Solar,1082.019147713018,Government Office,Indian Ocean,-32.11730664940634,91.80209531286972,10586,Unconnected,Yes
Node_269,2024-01-17,1246.8648262305512,Afternoon,Solar,730.4182133097054,Government Office,Portugal,49.24631608934431,-21.555268454963112,16803,Connected,Yes
Node_204,2024-01-18,2025.889613544592,Evening,Grid,817.7158360418481,School,Antarctica,-84.72622635798626,12.79391547864708,14276,Connected,Yes
Node_231,2024-01-19,967.3414339089148,Afternoon,Solar,826.6898177395431,School,Argentina,-47.528563301990665,-65.23899416800509,5866,Unconnected,Yes
Node_51,2024-01-20,2738.7571378287357,Morning,Generator,480.53098788092274,Health Center,Greenland,77.69676721734211,-61.87462744439159,4580,Connected,Yes
Node_18,2024-01-21,312.7627514568616,Evening,Solar,329.23005697433945,School,Norway,80.08107941117211,-1.9900868651535573,7327,Connected,No
Node_64,2024-01-22,1390.098352547319,Evening,Grid,348.73206654631343,School,Antarctica,-74.653258216328,33.56714411201784,8322,Connected,Yes
Node_244,2024-01-23,582.9508409001454,Evening,Solar,407.9503289617592,Government Office,Brazil,-23.283543993865564,-38.38243536594979,10970,Unconnected,Yes
Node_92,2024-01-24,206.72857313059004,Evening,Grid,959.6286048882092,School,Sudan,17.77883847232839,37.63365910922786,15148,Connected,Yes
Node_15,2024-01-25,139.79787897793668,Afternoon,Grid,607.500118666281,Health Center,Russia,75.9298216951264,85.44717658889317,5767,Connected,Yes
Node_269,2024-01-26,205.06603366701088,Night,Solar,809.4886055005327,Government Office,Portugal,49.24631608934431,-21.555268454963112,16803,Connected,Yes
Node_19,2024-01-27,649.9281974146319,Night,Grid,928.4307388716636,Health Center,Indian Ocean,-33.30179268551746,81.81633110628297,4777,Connected,Yes
Node_131,2024-01-28,1534.8390845424096,Morning,Solar,1026.987700847942,School,India,9.095104348078609,69.76066563945446,1293,Connected,Yes
Node_224,2024-01-29,2854.020997575742,Night,Grid,830.1109563377336,Health Center,Pacific Ocean,-38.79671036572147,-101.2899074987608,10830,Unconnected,Yes
Node_21,2024-01-30,1649.0129948359663,Afternoon,Grid,359.1675874443738,Health Center,Nepal,29.463823179196535,82.04164994059073,14169,Connected,Yes
Node_196,2024-01-31,2294.34709481969,Night,Solar,48.92148577645249,School,Atlantic Ocean,32.88556685440419,-39.87855558436769,2023,Unconnected,No
Node_246,2024-02-01,416.3623962048164,Afternoon,Grid,557.6532485651363,Health Center,Chile,-20.49033902329286,-67.83139175962012,16062,Connected,Yes
Node_97,2024-02-02,2331.5241108933,Afternoon,Grid,882.7833451225134,School,Kazakhstan,50.18818582904419,59.44356510857051,385,Connected,Yes
Node_96,2024-02-03,2908.4863151700283,Morning,Grid,49.261156157439125,School,Indian Ocean,-64.75689779702782,94.09705995595084,11503,Unconnected,Yes
Node_17,2024-02-04,2973.5904768587066,Afternoon,Solar,687.4661486777592,School,Pacific Ocean,-36.29800470039824,-161.28468053834752,8711,Connected,Yes
Node_15,2024-02-05,819.4290692280149,Morning,Solar,1145.169048492673,Health Center,Russia,75.9298216951264,85.44717658889317,5767,Connected,Yes
Node_101,2024-02-06,1143.3651998106634,Night,Generator,1017.8982062658816,Government Office,Pacific Ocean,-19.126094384806592,-159.86926411545127,17157,Connected,Yes
Node_176,2024-02-07,253.08573473037967,Evening,Grid,157.2254392577657,School,India,21.71576575030704,82.00937848063614,16615,Connected,Yes
Node_285,2024-02-08,1601.331897551443,Evening,Solar,362.2482163931994,School,Atlantic Ocean,-7.74533073802624,0.6818793451676584,15842,Unconnected,No
Node_116,2024-02-09,2080.819377022833,Afternoon,Solar,209.02486052992904,Government Office,Antarctica,-86.37379544377701,83.05013713529672,15107,Connected,Yes
Node_212,2024-02-10,1677.8282212544032,Afternoon,Solar,48.42051134523904,School,Antarctica,-80.03471977867927,93.72193013289888,3551,Connected,Yes
Node_18,2024-02-11,2638.10285280184,Evening,Grid,967.3803143684509,School,Norway,80.08107941117211,-1.9900868651535573,7327,Connected,No
Node_178,2024-02-12,536.993718567304,Morning,Solar,245.12402490677485,School,Pacific Ocean,-66.61701500536083,-134.9489911507235,12438,Unconnected,No
Node_274,2024-02-13,2626.1443569668068,Afternoon,Grid,486.9805652412853,Health Center,Indian Ocean,-19.70300444163179,86.63593821347871,17626,Connected,Yes
Node_239,2024-02-14,548.0257345019213,Morning,Solar,717.879436071507,School,Russia,61.59205688984531,167.5798459764324,12141,Connected,Yes
Node_218,2024-02-15,1193.3413061235858,Afternoon,Solar,549.7062968134636,Health Center,Greenland,73.4301608104596,-63.077230761712215,8494,Connected,No
Node_62,2024-02-16,400.33226564480185,Afternoon,Grid,553.8954166273229,School,Indian Ocean,-17.545657449494797,75.72125935993671,5106,Connected,Yes
Node_169,2024-02-17,115.83818036430569,Evening,Solar,40.98446456238136,School,Indian Ocean,-43.73788359267243,95.593028085664,18896,Connected,Yes
Node_156,2024-02-18,2725.363945707796,Night,Grid,86.19276507263478,School,China,42.57328774046815,97.7856187205934,16798,Unconnected,Yes
Node_64,2024-02-19,1043.9666925028275,Night,Generator,796.7178178626214,School,Antarctica,-74.653258216328,33.56714411201784,8322,Connected,Yes
Node_204,2024-02-20,933.5686340412394,Afternoon,Grid,101.82029180359528,School,Antarctica,-84.72622635798626,12.79391547864708,14276,Connected,Yes
Node_144,2024-02-21,341.6971843203767,Afternoon,Solar,784.4648301440857,School,Russia,89.70849686568957,15.174410058687243,3763,Connected,Yes
Node_105,2024-02-22,1079.2170455106643,Night,Solar,990.996252080076,Health Center,Atlantic Ocean,31.62583558297669,-22.555525597318905,4486,Unconnected,Yes
Node_133,2024-02-23,2701.2375850918525,Evening,Grid,832.4732551482795,School,Canada,60.54208893606631,-125.87744688226026,4514,Connected,No
Node_77,2024-02-24,2765.500366998428,Morning,Solar,995.904267989032,School,Pacific Ocean,-65.86997394440247,167.2028741199711,11187,Unconnected,Yes
Node_3,2024-02-25,1456.720033463308,Afternoon,Grid,56.87031529328429,School,Russia,58.4479846877519,165.41787174020214,573,Connected,No
Node_267,2024-02-26,844.1761339598536,Morning,Grid,540.1517706630124,Health Center,Indian Ocean,-63.83985896482966,94.87033754180857,14942,Connected,No
Node_88,2024-02-27,1799.873002988478,Night,Solar,920.7640868325932,School,Atlantic Ocean,2.2296711230080177,10.91709110058693,15168,Connected,No
Node_268,2024-02-28,2979.585861604596,Morning,Grid,302.27416827114354,School,Brazil,-12.435548372787052,-46.90759230355076,9083,Connected,Yes
Node_230,2024-02-29,2629.4998884393067,Morning,Grid,885.6761889443737,School,Kazakhstan,62.073017520673545,78.5726378711991,4671,Connected,Yes
Node_275,2024-03-01,92.86192047118024,Night,Grid,178.77866869286285,School,Greenland,82.25697321863018,-77.09482350282619,13668,Connected,Yes
Node_239,2024-03-02,1281.9972100170974,Afternoon,Solar,544.6967277443053,School,Russia,61.59205688984531,167.5798459764324,12141,Connected,Yes
Node_59,2024-03-03,318.464711015603,Afternoon,Grid,708.9969826600491,School,Philippines,11.52666426484508,130.3924036989309,5034,Unconnected,No
Node_269,2024-03-04,2361.569424012931,Morning,Grid,1148.4388620591214,Government Office,Portugal,49.24631608934431,-21.555268454963112,16803,Connected,Yes
Node_116,2024-03-05,1044.742090968006,Afternoon,Grid,523.5831027093392,Government Office,Antarctica,-86.37379544377701,83.05013713529672,15107,Connected,Yes
Node_55,2024-03-06,1693.73589167969,Morning,Grid,1092.5896651665028,Health Center,France,45.159485982213454,3.810192142254635,16295,Unconnected,No
Node_300,2024-03-07,1075.7073772149045,Evening,Grid,133.63881473423177,Health Center,Central African Republic,5.230587247833824,15.780893445280071,16420,Unconnected,Yes
