Log_ID,Node_ID,Issue_Type,Resolution_Time_Hours,Technician_ID,Type,Region,Latitude,Longitude,Population_Served,Connectivity_Status,Existing_Infrastructure
Log_210,Node_290,Hardware,8.127000954248324,Tech_30,School,Brazil,-19.71639711987073,-34.373585289548714,17410,Unconnected,Yes
Log_211,Node_173,Software,50.93394131864806,Tech_1,School,Democratic Republic of the Congo,-10.831772536556045,29.524245697279184,5124,Connected,Yes
Log_212,Node_195,Hardware,56.20160819386344,Tech_2,School,Antarctica,-78.01576183337286,-48.48389691629035,9534,Connected,Yes
Log_213,Node_130,Hardware,47.12234357956246,Tech_3,School,Antarctica,-79.18236319793104,-16.60971875961141,17331,Connected,Yes
Log_214,Node_67,Hardware,56.57786988338593,Tech_4,Health Center,Russia,76.09116662674631,-171.968029793321,14157,Unconnected,Yes
Log_215,Node_52,Software,50.32628056633083,Tech_5,Health Center,Pacific Ocean,13.57399348059836,-105.74641234137964,11917,Connected,Yes
Log_216,Node_66,Software,8.963448183284967,Tech_6,School,Atlantic Ocean,-5.619753422319448,-6.918600453962682,19799,Connected,Yes
Log_217,Node_80,Connectivity,86.50005376527817,Tech_7,School,South Atlantic Ocean,-58.394940366575824,46.66813165846435,5065,Unconnected,Yes
Log_218,Node_247,Connectivity,76.68755445235185,Tech_8,School,Antarctica,-89.71324624638223,92.5331668945559,10599,Connected,Yes
Log_219,Node_11,Connectivity,75.39143660114469,Tech_9,Government Office,Pacific Ocean,29.347082078110063,165.64486271865604,2399,Unconnected,No
Log_220,Node_22,Hardware,67.42762107084884,Tech_10,School,Democratic Republic of the Congo,-9.401139964029468,25.70423899300636,17342,Unconnected,Yes
Log_221,Node_151,Hardware,28.024253422469226,Tech_11,Health Center,Indian Ocean,-57.41197652418311,131.13224276700362,15143,Unconnected,No
Log_222,Node_88,Connectivity,40.91735662439233,Tech_12,School,Atlantic Ocean,2.2296711230080177,10.91709110058693,15168,Connected,No
Log_223,Node_228,Software,60.503151658471886,Tech_13,Government Office,Russia,62.96207734350807,136.69193715630308,7589,Unconnected,No
Log_224,Node_183,Hardware,88.50920361007229,Tech_14,School,Russia,76.45487525594322,99.76882263560714,9766,Connected,Yes
Log_225,Node_189,Connectivity,31.628728803586917,Tech_15,Health Center,China,31.391950583972715,120.7463462762724,7156,Connected,Yes
Log_226,Node_239,Software,47.78219956834414,Tech_16,School,Russia,61.59205688984531,167.5798459764324,12141,Connected,Yes
Log_227,Node_35,Software,40.13578030450527,Tech_17,Government Office,Ireland,53.95210819645638,-14.648232941130914,1525,Connected,Yes
Log_228,Node_152,Hardware,33.088536019829675,Tech_18,School,Pacific Ocean,30.64823144932677,160.62710208401654,13767,Connected,Yes
Log_229,Node_168,Hardware,3.725034071439282,Tech_19,School,Pacific Ocean,-1.2329070798431303,-133.92001614256986,3079,Connected,Yes
Log_230,Node_57,Hardware,21.7376363135292,Tech_20,School,Antarctica,-89.09378638711172,109.26467273337757,12022,Connected,Yes
Log_231,Node_172,Connectivity,95.42210721697477,Tech_21,Health Center,South Africa,-46.3372922079296,82.70497902125703,812,Connected,No
Log_232,Node_248,Hardware,92.5675850374561,Tech_22,Government Office,Russia,58.9998900857124,177.7248593062135,9397,Connected,Yes
Log_233,Node_208,Hardware,85.67590534199542,Tech_23,School,Chile,-53.83980707279615,-83.65391013591466,14705,Unconnected,Yes
Log_234,Node_42,Software,87.77762240162565,Tech_24,School,Pacific Ocean,-51.2870096090986,-127.5180863016275,14237,Connected,Yes
Log_235,Node_276,Connectivity,57.5449917878112,Tech_25,Health Center,Turkey,42.4109821030961,28.76270182410792,15700,Connected,No
Log_236,Node_133,Hardware,57.62945508789748,Tech_26,School,Canada,60.54208893606631,-125.87744688226026,4514,Connected,No
Log_237,Node_2,Connectivity,38.32344948540009,Tech_27,Health Center,French Polynesia,-25.48424958545918,-157.74848182227538,1403,Connected,Yes
Log_238,Node_275,Hardware,55.78269717009145,Tech_28,School,Greenland,82.25697321863018,-77.09482350282619,13668,Connected,Yes
Log_239,Node_109,Software,69.63608543075138,Tech_29,Health Center,Pacific Ocean,-34.91709919138074,-134.40983244301435,3192,Connected,Yes
Log_240,Node_193,Connectivity,46.44258806610522,Tech_30,School,Antarctica,-78.15973453306174,64.86987189688517,19945,Connected,No
Log_241,Node_61,Hardware,43.06518680273355,Tech_1,School,Antarctica,-78.08400202371811,-49.18326941276945,249,Unconnected,Yes
Log_242,Node_16,Connectivity,16.607510962943902,Tech_2,Health Center,United States,53.98127063640962,-174.74419302249174,7102,Connected,Yes
Log_243,Node_224,Software,39.41000280551688,Tech_3,Health Center,Pacific Ocean,-38.79671036572147,-101.2899074987608,10830,Unconnected,Yes
Log_244,Node_202,Software,20.625810200663107,Tech_4,Health Center,South Africa,-60.87170020687084,26.01238935132088,6849,Unconnected,Yes
Log_245,Node_283,Connectivity,12.05668059349839,Tech_5,School,Indian Ocean,-3.3638576077007087,82.30977136492487,17899,Unconnected,Yes
Log_246,Node_266,Hardware,20.79125613043088,Tech_6,School,Pacific Ocean,41.052882386658894,-133.5456752775056,19363,Unconnected,Yes
Log_247,Node_67,Software,39.241671793307376,Tech_7,Health Center,Russia,76.09116662674631,-171.968029793321,14157,Unconnected,Yes
Log_248,Node_53,Software,63.68670224786956,Tech_8,Health Center,Antarctica,-73.85172529983565,177.05462828999396,9829,Connected,No
Log_249,Node_228,Software,9.408573819233236,Tech_9,Government Office,Russia,62.96207734350807,136.69193715630308,7589,Unconnected,No
Log_250,Node_231,Software,14.193756165410647,Tech_10,School,Argentina,-47.528563301990665,-65.23899416800509,5866,Unconnected,Yes
Log_251,Node_183,Hardware,12.78410554528,Tech_11,School,Russia,76.45487525594322,99.76882263560714,9766,Connected,Yes
Log_252,Node_19,Connectivity,79.2547910587698,Tech_12,Health Center,Indian Ocean,-33.30179268551746,81.81633110628297,4777,Connected,Yes
Log_253,Node_262,Hardware,37.87568983335297,Tech_13,Government Office,Indian Ocean,-32.11730664940634,91.80209531286972,10586,Unconnected,Yes
Log_254,Node_3,Hardware,57.28311145048602,Tech_14,School,Russia,58.4479846877519,165.41787174020214,573,Connected,No
Log_255,Node_291,Software,84.94859915701154,Tech_15,Health Center,Indonesia,1.3338405587469708,122.6452083009882,2273,Connected,No
Log_256,Node_14,Software,75.28613216519685,Tech_16,School,United States,28.71561218158521,-79.30162427616526,13933,Connected,Yes
Log_257,Node_4,Hardware,95.65511140960815,Tech_17,School,Iceland,66.46861385331204,-18.50623492214672,2472,Connected,Yes
Log_258,Node_116,Hardware,88.41788839220733,Tech_18,Government Office,Antarctica,-86.37379544377701,83.05013713529672,15107,Connected,Yes
Log_259,Node_183,Connectivity,83.87044162108495,Tech_19,School,Russia,76.45487525594322,99.76882263560714,9766,Connected,Yes
Log_260,Node_123,Software,69.66381227855057,Tech_20,School,Pacific Ocean,-70.45051148154049,177.43794416351892,5150,Connected,Yes
Log_261,Node_59,Software,1.8457098309023483,Tech_21,School,Philippines,11.52666426484508,130.3924036989309,5034,Unconnected,No
Log_262,Node_252,Connectivity,56.86836768224661,Tech_22,School,Uruguay,-30.50991847217748,-56.275142691300815,4949,Connected,Yes
Log_263,Node_119,Software,90.36905167656036,Tech_23,School,Antarctica,-81.1325248313502,145.16863609157753,7127,Unconnected,Yes
Log_264,Node_100,Software,69.5665515648748,Tech_24,Health Center,Mali,15.823968070291071,0.2801513642822613,17617,Unconnected,No
Log_265,Node_72,Connectivity,57.04112725386032,Tech_25,School,Indian Ocean,10.31447422595778,91.61600376201947,18636,Unconnected,Yes
Log_266,Node_225,Hardware,60.53658252827265,Tech_26,Health Center,Indian Ocean,-0.1571982543274259,82.71688350850809,10828,Connected,Yes
Log_267,Node_241,Connectivity,87.53170238044683,Tech_27,School,Pacific Ocean,-24.43816443033289,-166.85897682734398,14971,Connected,Yes
Log_268,Node_41,Hardware,59.82917929364135,Tech_28,School,Canada,54.34938897361624,-114.01916764675116,16696,Connected,Yes
Log_269,Node_81,Software,70.31595915848338,Tech_29,School,Pakistan,32.04971430069875,71.3822547963446,3707,Connected,Yes
Log_270,Node_4,Software,33.670353332161376,Tech_30,School,Iceland,66.46861385331204,-18.50623492214672,2472,Connected,Yes
Log_271,Node_136,Software,57.54310906845852,Tech_1,Health Center,Russia,65.46915438091713,153.2036071632391,1054,Connected,No
Log_272,Node_171,Software,1.4866110243459163,Tech_2,School,Russia,72.88045153859716,76.44849951245669,3005,Connected,Yes
Log_273,Node_69,Hardware,61.88806723565326,Tech_3,School,Arctic Ocean,87.54526977355525,-127.45780998807156,19525,Connected,Yes
Log_274,Node_108,Software,14.30861950914606,Tech_4,Government Office,Morocco,34.68118468757969,-6.037822645870392,16510,Connected,Yes
Log_275,Node_98,Software,18.132594184968458,Tech_5,School,Indian Ocean,-11.150002573200725,55.34217574090755,11701,Unconnected,Yes
Log_276,Node_22,Hardware,3.238848606818525,Tech_6,School,Democratic Republic of the Congo,-9.401139964029468,25.70423899300636,17342,Unconnected,Yes
Log_277,Node_20,Connectivity,33.320762389497546,Tech_7,School,South Atlantic Ocean,-56.44627595204656,3.653382984386468,372,Connected,Yes
Log_278,Node_129,Hardware,53.7364783592257,Tech_8,School,Atlantic Ocean,28.270821397349096,-2.181569237418074,18650,Connected,No
Log_279,Node_116,Hardware,45.258642905503336,Tech_9,Government Office,Antarctica,-86.37379544377701,83.05013713529672,15107,Connected,Yes
Log_280,Node_195,Connectivity,18.16608134182233,Tech_10,School,Antarctica,-78.01576183337286,-48.48389691629035,9534,Connected,Yes
Log_281,Node_280,Hardware,25.737693567722587,Tech_11,Health Center,Russia,82.91383091882736,35.54884405767214,16287,Unconnected,No
Log_282,Node_209,Software,52.44071890533722,Tech_12,Health Center,Indian Ocean,-27.66169691531382,73.27174432298744,8817,Connected,Yes
Log_283,Node_112,Software,15.320551506920667,Tech_13,School,United States,40.20322706727271,-101.50118497204816,19288,Connected,Yes
Log_284,Node_189,Hardware,44.27407397607784,Tech_14,Health Center,China,31.391950583972715,120.7463462762724,7156,Connected,Yes
Log_285,Node_45,Hardware,83.03737277958271,Tech_15,School,Pacific Ocean,-47.72551359402648,165.61048759650777,903,Connected,Yes
Log_286,Node_47,Connectivity,29.92267166406638,Tech_16,School,Greenland,82.1733673424431,-70.91839843860608,7366,Unconnected,Yes
Log_287,Node_295,Hardware,53.448736111492494,Tech_17,School,South Atlantic Ocean,-57.32676312777097,-6.046765145850486,9960,Connected,Yes
Log_288,Node_299,Hardware,65.87025991379322,Tech_18,Health Center,Atlantic Ocean,34.75244945934881,-17.28989132576035,1767,Connected,Yes
Log_289,Node_91,Software,63.71241789014936,Tech_19,School,Pacific Ocean,2.899866945744975,-171.36604698901772,12507,Connected,Yes
Log_290,Node_42,Hardware,25.948679345546307,Tech_20,School,Pacific Ocean,-51.2870096090986,-127.5180863016275,14237,Connected,Yes
Log_291,Node_151,Hardware,5.905172266651404,Tech_21,Health Center,Indian Ocean,-57.41197652418311,131.13224276700362,15143,Unconnected,No
Log_292,Node_147,Hardware,50.16116179871746,Tech_22,Health Center,Russia,82.37293749989342,167.2407598267926,9167,Connected,No
Log_293,Node_162,Hardware,33.785128972760695,Tech_23,Government Office,Cuba,19.12487630479258,-76.30273534881292,10575,Connected,Yes
Log_294,Node_20,Software,91.70246377894976,Tech_24,School,South Atlantic Ocean,-56.44627595204656,3.653382984386468,372,Connected,Yes
Log_295,Node_131,Hardware,23.59392995214121,Tech_25,School,India,9.095104348078609,69.76066563945446,1293,Connected,Yes
Log_296,Node_223,Connectivity,79.2680655058305,Tech_26,Health Center,Pacific Ocean,1.1188345588360278,-155.54834307137952,4264,Connected,Yes
Log_297,Node_54,Software,80.19396167459368,Tech_27,School,Pacific Ocean,43.24206908599075,-146.6751828673125,16636,Connected,Yes
Log_298,Node_259,Connectivity,56.47055929418897,Tech_28,School,Greenland,73.3882152385182,-80.75979663179534,10312,Connected,Yes
Log_299,Node_60,Connectivity,63.57269502466216,Tech_29,School,Myanmar,20.95930402548359,98.20553071564854,16479,Connected,Yes
Log_300,Node_291,Software,59.700467864296265,Tech_30,Health Center,Indonesia,1.3338405587469708,122.6452083009882,2273,Connected,No
Log_301,Node_205,Connectivity,33.80325320667119,Tech_1,School,Kazakhstan,52.128057702799,55.31539456893424,18528,Unconnected,Yes
Log_302,Node_119,Connectivity,56.31093361822202,Tech_2,School,Antarctica,-81.1325248313502,145.16863609157753,7127,Unconnected,Yes
Log_303,Node_7,Connectivity,46.19286308594914,Tech_3,School,French Guiana,5.352001107793242,-53.81027016063706,3637,Connected,Yes
Log_304,Node_40,Software,91.16918297384407,Tech_4,School,Antarctica,-86.17497735782159,144.2210700811632,1243,Connected,Yes
Log_305,Node_85,Hardware,90.01622686861761,Tech_5,School,Pacific Ocean,-1.6592230874113625,-86.51702940781263,2040,Unconnected,Yes
Log_306,Node_278,Hardware,16.703321043405996,Tech_6,School,Australia,-40.34636862919178,122.40202192022316,9329,Connected,Yes
Log_307,Node_164,Connectivity,11.284835527396206,Tech_7,School,Antarctica,-86.76891453596178,-71.24452899525974,14482,Unconnected,Yes
Log_308,Node_79,Hardware,25.306651783784197,Tech_8,Government Office,Pacific Ocean,9.95551696913016,-131.51242754701585,4445,Connected,No
Log_309,Node_139,Hardware,58.31041963056205,Tech_9,School,Democratic Republic of the Congo,-9.9393403535301,21.74640004500671,13676,Unconnected,Yes
Log_310,Node_275,Software,31.43043763115893,Tech_10,School,Greenland,82.25697321863018,-77.09482350282619,13668,Connected,Yes
Log_311,Node_63,Software,54.42469631874963,Tech_11,School,Atlantic Ocean,8.930221418320315,-13.154278231153796,15488,Connected,Yes
Log_312,Node_69,Software,70.76264654507027,Tech_12,School,Arctic Ocean,87.54526977355525,-127.45780998807156,19525,Connected,Yes
Log_313,Node_127,Software,71.83719192721776,Tech_13,Government Office,Pacific Ocean,15.545651048574598,150.09728318542017,2671,Connected,Yes
Log_314,Node_282,Hardware,39.78501536267281,Tech_14,School,South Africa,-73.75559705979386,25.7556435462198,2178,Unconnected,Yes
Log_315,Node_16,Software,62.28046991417235,Tech_15,Health Center,United States,53.98127063640962,-174.74419302249174,7102,Connected,Yes
Log_316,Node_219,Hardware,42.78301886135323,Tech_16,Health Center,Antarctica,-84.41910978993657,-148.19267708611102,12879,Connected,Yes
Log_317,Node_171,Hardware,87.27067386207412,Tech_17,School,Russia,72.88045153859716,76.44849951245669,3005,Connected,Yes
Log_318,Node_172,Software,9.51147234033222,Tech_18,Health Center,South Africa,-46.3372922079296,82.70497902125703,812,Connected,No
Log_319,Node_5,Software,73.05099928856191,Tech_19,School,China,38.264492603635375,99.09352843917505,2523,Unconnected,No
Log_320,Node_32,Connectivity,70.0145911250087,Tech_20,Government Office,United States,33.24505330201585,-177.267446031494,10943,Connected,Yes
Log_321,Node_38,Software,45.15757894326872,Tech_21,School,Myanmar,13.572875711479597,95.77261580035082,10516,Unconnected,Yes
Log_322,Node_264,Software,48.49415447282544,Tech_22,Health Center,Indian Ocean,-32.5265084139425,66.896279850078,6421,Connected,Yes
Log_323,Node_153,Hardware,83.01200612926172,Tech_23,School,Angola,-15.768369675970078,18.527810417217296,18253,Connected,Yes
Log_324,Node_3,Software,46.32587140689262,Tech_24,School,Russia,58.4479846877519,165.41787174020214,573,Connected,No
Log_325,Node_156,Hardware,74.5099904449147,Tech_25,School,China,42.57328774046815,97.7856187205934,16798,Unconnected,Yes
Log_326,Node_82,Hardware,76.08666078115506,Tech_26,Health Center,Indian Ocean,-49.46118857430042,103.93333810660948,6075,Connected,Yes
Log_327,Node_68,Software,41.02508487623642,Tech_27,Health Center,Pacific Ocean,-41.73959438378954,-129.0638783191277,17940,Connected,Yes
Log_328,Node_203,Software,43.43249264510139,Tech_28,School,India,3.8960286242525513,71.96470585981419,14319,Connected,Yes
Log_329,Node_176,Software,22.67564545445315,Tech_29,School,India,21.71576575030704,82.00937848063614,16615,Connected,Yes
Log_330,Node_236,Hardware,65.96116526564506,Tech_30,School,Pacific Ocean,-73.12358847225691,123.10775177386272,8948,Unconnected,Yes
Log_331,Node_159,Hardware,18.126473884912382,Tech_1,Health Center,Portugal,36.197571852387725,-8.785025767831797,7672,Connected,Yes
Log_332,Node_222,Hardware,4.785494973211128,Tech_2,Government Office,Antarctica,-70.05060507109938,40.72433656593108,17511,Connected,No
Log_333,Node_77,Software,51.95280018186251,Tech_3,School,Pacific Ocean,-65.86997394440247,167.2028741199711,11187,Unconnected,Yes
Log_334,Node_230,Software,16.844488556410333,Tech_4,School,Kazakhstan,62.073017520673545,78.5726378711991,4671,Connected,Yes
Log_335,Node_15,Hardware,19.88026164572624,Tech_5,Health Center,Russia,75.9298216951264,85.44717658889317,5767,Connected,Yes
Log_336,Node_283,Hardware,33.27568754652846,Tech_6,School,Indian Ocean,-3.3638576077007087,82.30977136492487,17899,Unconnected,Yes
Log_337,Node_42,Software,42.08152960716895,Tech_7,School,Pacific Ocean,-51.2870096090986,-127.5180863016275,14237,Connected,Yes
Log_338,Node_205,Software,64.11445528861118,Tech_8,School,Kazakhstan,52.128057702799,55.31539456893424,18528,Unconnected,Yes
Log_339,Node_37,Software,84.09358805844293,Tech_9,School,Pacific Ocean,-18.63456346314615,-140.86118940836238,3458,Connected,No
Log_340,Node_291,Software,49.164728528308814,Tech_10,Health Center,Indonesia,1.3338405587469708,122.6452083009882,2273,Connected,No
Log_341,Node_293,Software,80.68012201687809,Tech_11,School,Antarctica,-78.43779280352578,-34.739941296151216,596,Connected,Yes
Log_342,Node_157,Connectivity,24.137741563034982,Tech_12,School,Pacific Ocean,4.827651211612761,135.44694332959455,5410,Connected,Yes
Log_343,Node_153,Software,36.630127640874186,Tech_13,School,Angola,-15.768369675970078,18.527810417217296,18253,Connected,Yes
Log_344,Node_80,Hardware,71.54288242395764,Tech_14,School,South Atlantic Ocean,-58.394940366575824,46.66813165846435,5065,Unconnected,Yes
Log_345,Node_287,Hardware,82.27992110771689,Tech_15,Health Center,Pacific Ocean,-43.85922672729572,165.90293851362276,5785,Unconnected,Yes
Log_346,Node_226,Connectivity,32.69555280739199,Tech_16,School,Australia,-51.39104423756883,150.20013883686312,7309,Connected,No
Log_347,Node_72,Hardware,66.83190340282766,Tech_17,School,Indian Ocean,10.31447422595778,91.61600376201947,18636,Unconnected,Yes
Log_348,Node_149,Software,26.742298694612785,Tech_18,School,South Africa,-32.8449365611151,56.7566974418304,5340,Connected,Yes
Log_349,Node_198,Software,41.48187542913196,Tech_19,Health Center,Indian Ocean,-17.371968327186224,71.25132534219253,3737,Connected,Yes
Log_350,Node_113,Hardware,5.129220250482476,Tech_20,School,South Africa,-24.34752759082663,28.690991940396003,1493,Connected,Yes
Log_351,Node_107,Software,71.7174876549098,Tech_21,School,Pacific Ocean,-19.243805553935687,160.32732888447435,7864,Connected,Yes
Log_352,Node_65,Hardware,7.356632254955434,Tech_22,School,Indian Ocean,4.540017430789277,77.58215480031038,5004,Unconnected,No
Log_353,Node_278,Connectivity,74.79661147763636,Tech_23,School,Australia,-40.34636862919178,122.40202192022316,9329,Connected,Yes
Log_354,Node_8,Hardware,32.15641268124492,Tech_24,School,Norway,78.73012680588968,8.917209166422083,10618,Unconnected,Yes
Log_355,Node_48,Software,95.9394689490144,Tech_25,School,Antarctica,-73.07680589286497,-51.4689545786664,10911,Connected,Yes
Log_356,Node_30,Connectivity,71.59331924427018,Tech_26,Health Center,Peru,-14.595860089478094,-72.53804127696715,16952,Connected,No
Log_357,Node_221,Connectivity,46.84672304786902,Tech_27,Health Center,Pacific Ocean,-64.7509684148493,-126.35922729438532,13686,Connected,No
Log_358,Node_147,Hardware,26.304030494432624,Tech_28,Health Center,Russia,82.37293749989342,167.2407598267926,9167,Connected,No
Log_359,Node_193,Software,50.67932313733188,Tech_29,School,Antarctica,-78.15973453306174,64.86987189688517,19945,Connected,No
Log_360,Node_180,Hardware,90.2597608460062,Tech_30,School,Russia,63.0093295482254,158.6386955780673,5829,Connected,Yes
Log_361,Node_97,Hardware,28.894948060974567,Tech_1,School,Kazakhstan,50.18818582904419,59.44356510857051,385,Connected,Yes
Log_362,Node_133,Software,45.04528085823664,Tech_2,School,Canada,60.54208893606631,-125.87744688226026,4514,Connected,No
Log_363,Node_247,Connectivity,13.647708603839622,Tech_3,School,Antarctica,-89.71324624638223,92.5331668945559,10599,Connected,Yes
Log_364,Node_292,Software,92.45358845120816,Tech_4,School,Antarctica,-74.28360758095599,-63.1562561089947,16098,Connected,Yes
Log_365,Node_62,Software,51.60720692808665,Tech_5,School,Indian Ocean,-17.545657449494797,75.72125935993671,5106,Connected,Yes
Log_366,Node_179,Hardware,93.98613697720594,Tech_6,School,Chile,-72.20089382349616,-30.59671559486412,10076,Connected,Yes
Log_367,Node_181,Connectivity,43.40456301372403,Tech_7,Health Center,Dominican Republic,16.74506925663185,-71.60601213569117,1116,Connected,Yes
Log_368,Node_179,Hardware,87.61757307088827,Tech_8,School,Chile,-72.20089382349616,-30.59671559486412,10076,Connected,Yes
Log_369,Node_119,Software,32.70833310605664,Tech_9,School,Antarctica,-81.1325248313502,145.16863609157753,7127,Unconnected,Yes
Log_370,Node_198,Hardware,31.15101160641559,Tech_10,Health Center,Indian Ocean,-17.371968327186224,71.25132534219253,3737,Connected,Yes
Log_371,Node_292,Software,17.07062359600669,Tech_11,School,Antarctica,-74.28360758095599,-63.1562561089947,16098,Connected,Yes
Log_372,Node_185,Hardware,20.301460469700118,Tech_12,Health Center,India,20.921208660930983,61.58815066761227,10972,Connected,Yes
Log_373,Node_205,Software,54.61447963786409,Tech_13,School,Kazakhstan,52.128057702799,55.31539456893424,18528,Unconnected,Yes
Log_374,Node_21,Hardware,40.22949483920563,Tech_14,Health Center,Nepal,29.463823179196535,82.04164994059073,14169,Connected,Yes
Log_375,Node_254,Software,83.64816111233509,Tech_15,School,China,41.92949813579765,120.2987570884988,18504,Connected,No
Log_376,Node_276,Connectivity,24.472661941056,Tech_16,Health Center,Turkey,42.4109821030961,28.76270182410792,15700,Connected,No
Log_377,Node_233,Hardware,75.19347060983881,Tech_17,Health Center,Russia,68.16318460556602,24.63432013704121,14873,Connected,Yes
Log_378,Node_142,Software,74.4397785810857,Tech_18,School,Indian Ocean,-37.75732826228493,90.48392345403158,19848,Unconnected,Yes
Log_379,Node_58,Software,90.15475755402122,Tech_19,Health Center,Mexico,20.36476208167994,-108.57113978669008,7585,Connected,Yes
Log_380,Node_275,Connectivity,15.111157022660064,Tech_20,School,Greenland,82.25697321863018,-77.09482350282619,13668,Connected,Yes
Log_381,Node_85,Connectivity,9.93024157860062,Tech_21,School,Pacific Ocean,-1.6592230874113625,-86.51702940781263,2040,Unconnected,Yes
Log_382,Node_21,Software,17.27236032045585,Tech_22,Health Center,Nepal,29.463823179196535,82.04164994059073,14169,Connected,Yes
Log_383,Node_83,Connectivity,49.12762869843464,Tech_23,School,Taiwan,23.490552508423026,121.60503441587936,2358,Connected,Yes
Log_384,Node_150,Hardware,66.420240272989,Tech_24,School,Argentina,-41.8312535940036,-68.62517795709955,18267,Connected,Yes
Log_385,Node_22,Software,53.57178087138168,Tech_25,School,Democratic Republic of the Congo,-9.401139964029468,25.70423899300636,17342,Unconnected,Yes
Log_386,Node_62,Software,74.15918201560893,Tech_26,School,Indian Ocean,-17.545657449494797,75.72125935993671,5106,Connected,Yes
Log_387,Node_159,Software,88.20369192961807,Tech_27,Health Center,Portugal,36.197571852387725,-8.785025767831797,7672,Connected,Yes
Log_388,Node_298,Connectivity,17.29592711444683,Tech_28,Government Office,Pacific Ocean,-20.039183097846333,-112.77744121512096,5989,Connected,Yes
Log_389,Node_154,Software,39.83080848506015,Tech_29,School,Venezuela,6.936198747486657,-67.30956136103441,1329,Connected,Yes
Log_390,Node_57,Software,83.11668336342878,Tech_30,School,Antarctica,-89.09378638711172,109.26467273337757,12022,Connected,Yes
Log_391,Node_121,Hardware,7.143462219698372,Tech_1,Health Center,Namibia,-22.98245170515904,18.591951365627693,8000,Connected,Yes
Log_392,Node_48,Hardware,54.761139649490445,Tech_2,School,Antarctica,-73.07680589286497,-51.4689545786664,10911,Connected,Yes
Log_393,Node_167,Connectivity,60.40170358556481,Tech_3,School,Pacific Ocean,-12.36645357196808,-124.99769933684092,2442,Connected,Yes
Log_394,Node_188,Software,57.23928986292919,Tech_4,Health Center,Pacific Ocean,81.57449093209664,-148.05839123643827,19291,Connected,No
Log_395,Node_224,Connectivity,25.45960532993452,Tech_5,Health Center,Pacific Ocean,-38.79671036572147,-101.2899074987608,10830,Unconnected,Yes
Log_396,Node_277,Software,50.47572033616697,Tech_6,School,Saudi Arabia,21.62872208933609,55.518560856120814,4077,Unconnected,Yes
Log_397,Node_20,Software,45.95256787255295,Tech_7,School,South Atlantic Ocean,-56.44627595204656,3.653382984386468,372,Connected,Yes
Log_398,Node_239,Hardware,46.44973475690625,Tech_8,School,Russia,61.59205688984531,167.5798459764324,12141,Connected,Yes
Log_399,Node_242,Software,17.20787389290383,Tech_9,School,Antarctica,-85.53511801415237,-51.16132153617088,16171,Unconnected,Yes
Log_400,Node_75,Software,31.3954233652408,Tech_10,Health Center,Indian Ocean,-29.40541215477644,95.34997395235098,6736,Connected,No
Log_401,Node_274,Hardware,44.31890005953613,Tech_11,Health Center,Indian Ocean,-19.70300444163179,86.63593821347871,17626,Connected,Yes
Log_402,Node_200,Hardware,86.02849638861159,Tech_12,School,Brazil,-1.6376779654981135,-70.15129633730736,1678,Connected,No
Log_403,Node_248,Hardware,39.22650995584208,Tech_13,Government Office,Russia,58.9998900857124,177.7248593062135,9397,Connected,Yes
Log_404,Node_145,Hardware,93.91329664913808,Tech_14,School,Russia,89.10081957491218,164.33727678802927,10015,Unconnected,Yes
Log_405,Node_98,Software,31.818151922803715,Tech_15,School,Indian Ocean,-11.150002573200725,55.34217574090755,11701,Unconnected,Yes
Log_406,Node_225,Connectivity,65.17743310137092,Tech_16,Health Center,Indian Ocean,-0.1571982543274259,82.71688350850809,10828,Connected,Yes
Log_407,Node_144,Software,52.313668469006224,Tech_17,School,Russia,89.70849686568957,15.174410058687243,3763,Connected,Yes
Log_408,Node_102,Software,57.44663456890432,Tech_18,Health Center,Greenland,72.1752685983466,-24.83320849855096,18972,Unconnected,Yes
Log_409,Node_86,Software,94.5172030749559,Tech_19,School,Pacific Ocean,13.565060964220264,-154.8182116096019,16047,Unconnected,Yes
Log_410,Node_285,Hardware,53.87291499234995,Tech_20,School,Atlantic Ocean,-7.74533073802624,0.6818793451676584,15842,Unconnected,No
Log_411,Node_80,Software,86.15873566033571,Tech_21,School,South Atlantic Ocean,-58.394940366575824,46.66813165846435,5065,Unconnected,Yes
Log_412,Node_281,Hardware,8.149366605302077,Tech_22,Health Center,Mongolia,47.120050267192966,108.47293257906416,12519,Unconnected,No
Log_413,Node_151,Hardware,75.95116364871411,Tech_23,Health Center,Indian Ocean,-57.41197652418311,131.13224276700362,15143,Unconnected,No
Log_414,Node_194,Software,32.90658839202648,Tech_24,Health Center,Ireland,54.323035740129455,-14.450367837380128,18465,Connected,Yes
Log_415,Node_151,Hardware,64.90342628230525,Tech_25,Health Center,Indian Ocean,-57.41197652418311,131.13224276700362,15143,Unconnected,No
Log_416,Node_164,Software,50.468538559957366,Tech_26,School,Antarctica,-86.76891453596178,-71.24452899525974,14482,Unconnected,Yes
Log_417,Node_216,Hardware,67.14773002957307,Tech_27,School,Uruguay,-33.66334780865539,-56.68160972503337,1547,Connected,Yes
Log_418,Node_208,Software,42.81305052363381,Tech_28,School,Chile,-53.83980707279615,-83.65391013591466,14705,Unconnected,Yes
Log_419,Node_220,Software,21.278169094057272,Tech_29,Government Office,Madagascar,-10.385978839521812,48.07265404013111,19348,Connected,Yes
